video_id;title;publish_date;video_length_seconds;wiedergabezeit_minuten;durchschnittliche_wiedergabedauer_prozent;gewonnene_abonnenten;verlorene_abonnenten;likes;dislikes;geteilte_inhalte;kommentare;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-;audience_female_age13-17;audience_male_age13-17;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Mag ich nicht-Bewertungen;Im Feed angezeigt;Impressionen;Bewertung_Titel;Gestaltung_Thumbnail;theme_Bilder;theme_Krieg;theme_Politik;theme_Sonstiges;theme_Wirtschaft
A4GYqxQr4OQ;"""""""Wäre bei Asylpolitik als CDU weniger vorlaut"""" - Anton Hofreiter im Frühstart | ntv""";11.04.2024 09:41;431;34923;30,76;10,0;2;127;284;53;248,0;0,3;3,9;1,1;10,6;1,4;12,8;2,1;12,3;4,7;18,5;9,4;22,9;;;2092,0;27;0;0;284;0;468916,0;6,5;2;False;False;True;False;False
ZLP8sqjEPEs;Reporterinnen machen den Freundlichkeits-Test | ntv Service investigativ;11.09.2024 08:02;235;1992;0,0;0,0;0;18;3;5;10,0;;9,9;;26,9;2,2;21,3;;13,1;;11,2;2,8;12,7;;;50,0;0;0;0;3;0;19368,0;6,5;2;False;False;False;True;False
9aKxQr5qNU8;"""""""Oh, er ist horny"""" - Bill Kaulitz wirbt für Wolle schwuler Schafe | ntv""";14.10.2024 08:36;138;2764;50,33;2,0;3;56;60;111;74,0;;4,2;2,0;11,8;3,1;20,0;4,9;15,2;3,0;14,2;10,0;11,5;;;495,0;8;0;0;60;0;30271,0;6,5;3;False;False;False;True;False
ask5VYF_Ex8;"""""""Der Ukraine-Krieg war vermeidbar"""" - Historiker Ferguson sieht Fehler bei den USA | ntv""";18.01.2024 14:37;235;60696;56,68;28,0;4;434;176;163;0,0;;1,7;0,2;5,7;0,7;12,8;1,0;17,2;2,2;25,0;4,0;29,6;;;1768,0;245;0;0;179;0;309709,0;7,5;1;False;True;False;False;False
r9EYS0XGvsE;"""Navidi zum Trump-Kabinett: Mögliche Geheimdienstchefin """"ist fest in Russlands Hand"""" | ntv""";15.11.2024 10:08;290;120836;44,86;30,0;5;625;88;257;210,0;0,1;0,5;0,2;2,3;0,9;7,2;1,6;13,7;4,6;26,5;9,8;32,5;;;2392,0;186;2;0;88;0;392924,0;6,5;3;False;False;True;False;False
GVePtuC7lo8;"""""""Das ist der Versuch der AfD, Angst zu schüren"""" - Andreas Greuel | ntv""";28.08.2024 20:38;83;2080;0,0;2,0;3;26;107;12;89,0;;3,3;;8,7;2,1;13,3;3,0;12,6;6,0;17,6;11,3;22,0;;;427,0;0;0;0;107;0;52993,0;6,5;3;False;False;True;False;False
lA5NYg0h-P4;"""Aus Ampel-Politik """"kann Krise der Demokratie werden"""" Jens Spahn im Frühstart | ntv""";16.01.2024 12:56;478;21488;44,15;5,0;0;131;56;31;0,0;;1,6;0,5;6,4;1,0;8,3;3,4;12,0;7,4;21,4;12,6;25,4;;;458,0;32;0;0;58;0;105026,0;6,5;2;False;False;True;False;False
0HRwYYS0LO8;"""Habeck steht """"über den Dingen"""" und wundert sich über FDP - Wirtschaftsminister im Frühstart | ntv""";13.05.2024 11:09;663;116662;29,82;40,0;5;363;527;128;427,0;0,1;0,9;0,5;3,5;1,1;7,1;2,9;10,1;8,6;21,2;17,0;27,0;;;4151,0;53;0;0;527;0;565914,0;6,5;2;False;False;True;False;False
XjZtOzgg9e0;Eigenes Heim gesprengt: Neue Aufnahmen zeigen Hausexplosion vor Polizeifahrzeug in Arlington  | ntv;09.06.2024 12:30;91;2479;56,31;1,0;0;31;2;7;3,0;;2,6;;5,9;1,4;14,2;2,1;16,3;4,2;21,5;8,6;23,1;;;91,0;38;0;0;2;0;42363,0;8,5;1;False;False;False;True;False
BOSM4-8-45M;"""""""Meistens ist das, was Söder sagt, eine schlechte Idee"""" | ntv #beisenherz""";11.09.2024 07:22;2382;75612;28,29;14,0;0;80;29;22;55,0;;;;10,3;2,6;17,6;3,7;16,6;7,8;18,8;9,1;13,5;;;264,0;0;0;0;29;0;97609,0;5,5;3;False;False;True;False;False
FSNh-YOfmJc;Digitales Bezahlen: Einfacher, günstiger, sicherer? | ntv;13.11.2024 17:28;532;2333;28,12;1,0;1;16;6;12;13,0;;;;9,4;5,1;15,6;;21,9;;21,5;3,9;22,7;;;68,0;3;0;0;6;0;27332,0;8,5;3;False;False;False;False;True
HQZmU5wi1qE;"""Ultranationalist sieht """"strategische Niederlage"""" Russlands - Munz wähnt Bewegung in Moskau  | ntv""";17.10.2024 12:06;294;659313;55,97;166,0;7;2771;478;268;768,0;0,1;0,8;0,3;3,9;0,7;11,5;1,2;16,4;2,7;25,7;5,4;31,2;;;14067,0;1257;38;0;478;3;2530153,0;6,5;3;False;True;False;False;False
VazJS-4jarc;"""""""Sehen Russland vor neuer Offensive"""" - Rainer Munz berichtet aus Moskau | ntv""";02.04.2024 14:08;180;102838;60,54;68,0;0;529;171;38;119,0;0,1;0,7;0,4;3,1;1,0;8,9;1,6;13,5;4,6;23,3;9,7;32,9;;;6692,0;94;0;0;171;0;619849,0;6,5;2;False;True;False;False;False
oE2Ywc-HYyM;Grünen-Vize attackiert Kanzler wegen Nein zu Taurus - Applaus von der Opposition | ntv;14.03.2024 13:30;462;79550;26,2;21,0;0;372;872;167;877,0;0,6;6,9;1,4;15,2;2,0;14,1;2,9;11,4;5,2;15,3;7,8;17,0;;2,0;7480,0;36;0;0;872;0;865533,0;7,5;2;False;True;False;False;False
6V7BFZds700;75 Jahre NATO: Mehrfach totgesagt - so steht es um das Militärbündnis | ntv;09.07.2024 18:55;155;2640;47,64;3,0;0;26;28;12;30,0;;3,8;;11,7;1,5;12,1;1,7;12,3;6,0;18,7;9,5;22,7;;;137,0;25;1;0;28;0;97373,0;6,5;1;False;True;False;False;False
d5H5qDlg1pY;"""Neuer NATO-Generalsekretär - Thiele: """"Rutte ist sozusagen Trump-Versteher"""" | ntv""";02.10.2024 09:21;277;18195;47,34;5,0;3;117;23;30;29,0;;1,0;;3,9;1,4;8,3;2,0;10,2;5,0;20,7;12,5;35,0;;;385,0;18;0;0;23;0;196648,0;6,5;3;False;True;False;False;False
wu7PQvmjJ_w;"""""""Trump schmeißt wirre Anschuldigungen in den Raum"""" - Expertin zu TV-Duell mit Harris  | ntv""";11.09.2024 07:59;314;72804;53,54;23,0;0;343;151;52;161,0;0,3;1,5;0,9;4,9;1,5;8,1;2,4;10,3;6,1;21,3;11,7;31,1;;;3179,0;118;5;0;151;0;653998,0;6,5;3;False;False;True;False;False
DwWnTSczrdc;Bundestag kann Prüfung beauftragen - AfD-Verbotsverfahren könnte Fahrt aufnehmen | ntv;01.10.2024 11:44;105;52285;0,0;35,0;4;719;539;176;844,0;0,4;3,1;1,0;7,7;1,8;10,1;2,8;10,8;7,2;17,8;13,1;23,8;;1,0;4559,0;697;0;0;539;0;894823,0;6,5;3;False;False;True;False;False
u3trmoo1jbE;"""Aufkündigen der Ampel """"wäre falsches Signal"""" - Jusos-Vorsitzender im Frühstart | ntv""";02.09.2024 10:28;442;28074;42,44;8,0;0;93;164;19;256,0;;1,8;0,5;4,8;1,9;9,1;3,1;11,8;8,2;19,8;16,0;22,9;;;416,0;0;0;0;164;0;233073,0;6,5;3;False;False;True;False;False
77kv7hB2dgU;"""""""Sie wollen, dass es keinen Druck auf die AfD gibt"""" - Würth entzweit Augstein und Blome  | ntv""";22.03.2024 14:06;221;5534;48,74;2,0;1;56;40;14;45,0;;;;3,5;1,0;11,2;1,0;14,4;5,4;21,8;7,9;33,8;;;348,0;7;0;0;40;0;39851,0;6,5;1;False;False;True;False;False
g_OS5mOwYOI;"""Über 100 Zivilisten bei """"Mehl-Massaker"""" ermordet: Israel sagt laut CNN nicht die Wahrheit  | ntv""";10.04.2024 20:16;237;2894;53,73;0,0;0;41;6;18;16,0;;6,5;;13,1;2,0;20,6;5,3;15,1;6,5;12,8;6,1;12,1;;;58,0;11;0;0;6;0;11020,0;6,5;1;False;True;False;False;False
8aIDdT1sM34;"""Milliardärssteuer """"würde der Welt sehr weiterhelfen"""" - Svenja Schulze (SPD) im #ntv Frühstart""";29.04.2024 12:19;488;1964;21,8;0,0;3;22;21;12;25,0;;;;11,2;;14,7;;13,9;7,2;17,4;10,0;25,6;;;106,0;2;0;0;21;0;22958,0;6,5;2;False;False;True;False;False
BYXL7MtwTr4;"""Schuhsohle """"wie ein Brett"""" - Das sind die Gewinner des ersten Berlin-Marathons | ntv""";29.09.2024 09:50;161;4971;50,89;3,0;1;96;3;72;11,0;0,4;1,7;2,6;9,0;4,1;11,3;2,9;11,6;4,6;16,0;12,9;23,0;;;827,0;53;0;1;3;0;60165,0;6,5;2;False;False;False;True;False
Dtfpsf8RQrs;Bürokratie außer Rand und Band? Wie Subventionen die Landwirtschaft geißeln | ntv;06.06.2024 22:48;1334;36712;29,42;2,0;2;60;15;49;33,0;;;;6,2;;20,2;1,6;21,7;1,3;27,2;2,0;19,8;;;876,0;5;0;0;15;0;112086,0;8,0;1;False;False;False;False;True
Dquy_JgGjvo;"""""""Habe Zweifel, ob Sahra Wagenknecht regieren will"""" - CDU-Spitzenkandidat Redmann im Frühstart | ntv""";27.08.2024 11:37;416;6220;38,31;2,0;0;25;20;12;33,0;;3,9;;11,5;1,0;10,5;2,3;10,1;4,6;17,7;14,0;24,5;;;122,0;29;1;0;20;0;58041,0;6,5;3;False;False;True;False;False
P4j-ue3seSE;"""""""Deutschland nähert sich italienischen Verhältnissen"""" - Von Lucke zur Europawahl | ntv""";11.06.2024 14:06;241;286278;52,02;134,0;4;1451;619;336;623,0;0,4;2,8;1,2;7,6;2,1;10,4;3,2;11,4;7,0;17,4;12,7;23,4;;;14834,0;770;1;0;619;0;6268168,0;7,5;2;False;False;True;False;False
YrkbvYmb77I;"""Wer """"islamistisch unterwegs ist, hat hier keine Zukunft"""" - Dürr im Frühstart | ntv""";04.06.2024 11:04;423;13242;17,15;17,0;0;83;38;31;75,0;5,3;14,9;6,6;17,8;7,0;11,7;4,2;7,3;4,2;7,0;5,8;8,2;;;6367,0;19;0;0;38;0;2866497,0;6,5;2;False;False;True;False;False
KBK78KQwDmI;"""""""Raumfahrt ist so etwas wie die Champions League in der Technologie"""" | ntv""";19.04.2024 17:35;226;668;23,25;0,0;2;8;2;9;4,0;;;;;;;;;;;;;;;114,0;0;0;0;2;0;15939,0;6,5;2;False;False;False;False;True
L9jRY8FYBhM;Verbrenner als Übergangslösung für E-Mobilität? - Ex-VW-Chef Müller im Gespräch mit Uli Reitz | ntv;24.05.2024 16:23;206;6986;55,64;4,0;0;43;12;29;40,0;;;;3,3;;8,3;;19,4;0,9;38,4;1,4;28,3;;;492,0;0;0;0;12;0;48956,0;8,5;2;False;False;False;False;True
gZzpa9RqH5Y;"""""""Die Russen machen Jagd auf ukrainische Sanitäter"""" - Experte Gressel zur Lage an der Front | ntv""";22.05.2024 20:36;432;19634;42,12;8,0;0;139;22;18;38,0;;;;3,2;0,6;10,6;1,5;17,2;2,8;28,9;3,6;31,6;;;407,0;34;0;0;22;0;117236,0;7,5;1;False;True;False;False;False
As2-d4ulxls;Steuermillionen für Radwege in Peru? SPD-Ministerin Schulze verteidigt sie im #Frühstart | ntv;31.01.2024 12:37;402;1788;34,23;0,0;1;8;28;9;0,0;;;;3,4;1,2;16,4;;17,3;4,2;27,2;7,6;22,7;;;1648,0;9;0;0;127;0;33111,0;6,5;2;False;False;True;False;False
cc-5IuWrmBk;"""""""Hinter Klima-Desinformation steckt eine bewusste Strategie"""" | ntv Faktenzeichen""";03.09.2024 14:14;905;261110;33,39;96,0;1;1515;253;349;353,0;;0,4;0,3;3,5;1,3;13,5;2,1;22,5;3,7;32,1;2,4;18,1;;;3814,0;138;28;0;253;1;643905,0;6,5;3;False;False;False;True;False
bdRJn4X4Whs;"""Karl-Theodor zu Guttenberg: """"Wir müssen das selbst in die Hand nehmen"""" | ntv""";25.05.2024 11:12;171;3204;52,39;0,0;0;43;7;8;17,0;;;;7,1;;9,9;3,5;11,9;4,7;17,9;12,7;32,3;;;109,0;0;0;0;7;0;39978,0;6,5;2;False;False;True;False;False
1FILxFIfPkM;Munz: Russland baut Waffen mit Spielekonsolen-Teilen - Import aus Westen verdoppelt | ntv;30.07.2024 14:54;129;9239;0,0;1,0;1;64;11;6;44,0;;0,4;0,2;2,1;0,7;7,2;1,2;13,4;3,7;25,7;7,3;38,1;;;517,0;58;0;0;11;0;51881,0;7,5;2;False;True;False;False;False
23O1jJQbABI;"""""""Das Spiel von Macron ist nicht aufgegangen"""" - Thüringer CDU-Chef Voigt im Frühstart | ntv""";01.07.2024 10:19;464;21920;31,04;16,0;3;107;89;35;116,0;3,1;9,0;4,1;10,7;3,5;8,8;3,6;7,7;6,3;12,4;12,9;17,9;;;2898,0;25;0;0;89;0;1759604,0;6,5;2;False;False;True;False;False
AbDF2huRC5k;Grüne verlieren, SPD zieht vorbei - Union weit enteilt | ntv Trendbarometer;06.03.2024 09:25;846;54008;0,0;20,0;3;125;65;37;0,0;;0,7;0,2;2,8;1,1;6,0;2,1;11,5;5,7;23,7;11,5;34,7;;;1333,0;1;0;0;65;0;122243,0;6,5;2;False;False;True;False;False
1TEcVzRiKmg;"""""""Erste Einsätze westlicher Kampfjets im Verborgenen möglich"""" - Reisners Blick auf die Front | ntv""";26.02.2024 21:20;180;169708;39,85;55,0;3;969;123;113;0,0;0,1;1,2;0,4;4,0;0,8;9,1;1,2;13,6;2,7;24,3;5,3;37,1;;;20944,0;414;0;0;123;0;572846,0;8,5;2;False;True;False;False;False
F4Mo2OZbbUo;"""Islam-Verein lädt """"Mädchen ab 13 Jahren"""" zu Ehe-Kurs - Nur """"unglücklich formuliert""""? | ntv""";27.11.2024 08:13;113;3338;58,58;3,0;0;65;18;84;98,0;1,3;4,3;3,0;10,5;3,8;14,0;8,3;11,4;10,8;11,9;9,7;11,0;;;427,0;20;1;4;18;0;73574,0;6,5;2;False;False;False;True;False
u4JoCMb3lso;"""Neue Parteien werden """"ein riesiges Problem"""" - Von Lucke zu Wagenknechts und Maaßens Chancen | ntv""";26.01.2024 14:11;282;66436;0,0;19,0;2;355;253;107;0,0;;1,2;0,2;3,2;0,9;6,8;1,8;9,6;4,8;22,0;11,7;37,7;;;3073,0;106;0;0;300;0;349180,0;6,5;2;False;False;True;False;False
HqZfqXLnOfM;"""""""Kann sein, dass es weiter bullish läuft"""" - Finanzcoach Carmen Mayer | ntv Geldanlage-Check""";10.04.2024 17:37;224;1089;43,69;0,0;0;5;5;7;7,0;;;;;;;;;;;;;;;201,0;2;0;0;5;0;15352,0;6,5;2;False;False;False;False;True
R8NdRU4-jA0;Einsatz in früheren Männerberufen: Ukrainische Frauen entschärfen Landminen auf Feldern | ntv;16.09.2024 14:29;250;3505;38,73;0,0;0;40;6;3;7,0;;;;10,0;;13,8;;16,8;2,5;21,5;5,4;30,1;;;44,0;0;0;0;6;0;46770,0;8,5;2;False;True;False;False;False
jKq8eaf6y1g;Was passiert, wenn Lindner die Ampel platzen lässt? - Zwei mögliche Szenarien | ntv;03.11.2024 09:45;117;121163;53,17;74,0;3;1016;83;193;628,0;0,2;2,0;0,7;5,4;1,3;8,2;2,5;9,2;6,9;17,8;15,8;29,8;;0,0;10264,0;1107;0;0;83;0;1666966,0;8,5;3;False;False;True;False;False
tl-MBWTxmm4;Unterstützer und Nutznießer AfD: Wie rechte Gruppen die Bauern-Proteste unterwandern | ntv;05.01.2024 16:37;133;134517;60,17;102,0;16;1111;1490;461;1759,0;0,7;5,9;1,7;13,4;2,9;16,0;3,4;13,5;5,8;16,9;6,2;13,6;;0,0;31993,0;319;0;0;1499;0;1175588,0;6,5;1;False;False;True;False;False
lSsxSXhbfYc;Flugausfall: Wann werden Reisende entschädigt? | ntv;26.06.2024 09:22;328;280;28,86;0,0;0;1;1;6;4,0;;;;;;;;;;;;;;;13,0;0;0;0;1;0;13126,0;6,5;1;False;False;False;True;False
F9NDItheiA4;Präventivschlag notwendig? - Reisner: Auch Israels Luftabwehr kann überwunden werden | ntv;15.04.2024 17:26;215;307027;62,35;87,0;3;1486;212;352;397,0;0,1;2,2;0,5;9,4;1,0;17,7;1,3;18,7;2,1;22,4;2,9;21,6;;;13673,0;567;4;0;212;0;1535234,0;7,5;2;False;True;False;False;False
veBIEvA2wYQ;"""SPD-Triumph bei Landtagswahl: Woidke """"gerührt über großes Vertrauen der Brandenburger"""" | ntv""";22.09.2024 20:37;393;23748;22,88;21,0;0;112;115;28;170,0;2,1;9,8;3,6;15,3;3,4;12,9;3,5;9,6;5,8;11,0;9,8;13,2;;;4751,0;53;0;0;115;0;3188105,0;6,5;3;False;False;True;False;False
lL-F7p4oBcY;"""""""Es gilt das Recht des Stärkeren"""" - Reisner nennt mögliche Ziele für Gegenschlag Israels | ntv""";17.04.2024 07:34;337;222832;55,27;59,0;4;994;166;187;287,0;0,2;1,9;0,5;9,9;1,1;18,4;1,4;19,7;2,4;21,5;3,4;19,7;;;6373,0;172;0;0;166;0;758611,0;6,5;2;False;True;False;False;False
OQSRTZMstT4;Neuer SPD-General Miersch will Sondervermögen für Wirtschaft | ntv Frühstart;10.10.2024 10:04;419;10926;38,54;6,0;2;46;65;26;123,0;;1,6;;6,5;1,0;9,5;2,2;9,1;7,7;20,4;16,8;25,2;;;419,0;9;5;0;65;0;244282,0;7,5;3;False;False;True;False;False
7B8AA3mQbUo;Neue Europapark-Achterbahn hat steilsten Start der Welt | ntv Service;13.08.2024 20:00;1082;228858;0,0;43,0;3;270;12;370;14,0;1,4;2,1;4,5;5,8;10,3;12,0;9,0;11,3;10,2;13,1;8,6;11,4;0,0;1,0;67456,0;15;1;0;12;0;172385,0;6,5;1;False;False;False;True;False
23FoStJcaCQ;Darum sind Fake News gefährlicher als Extremwetterlagen | ntv Faktenzeichen;04.06.2024 16:13;902;3736;19,07;4,0;0;25;46;10;46,0;;;;17,5;;14,0;;23,2;;23,2;;22,1;;;193,0;0;0;0;46;0;79918,0;7,5;2;False;False;False;True;False
O5k7EhUyRfQ;"""""""Kann nur über Migration punkten"""" - Hillje: Wirtschaftswahlkampf könnte AfD an Rand drängen | ntv""";14.10.2024 20:22;277;2435;38,82;0,0;1;27;18;2;36,0;;;;5,2;1,8;12,3;2,0;13,2;6,6;25,4;11,4;22,1;;;30,0;5;0;0;18;0;34120,0;6,5;3;False;False;True;False;False
T2Dytz3Z62I;"""""""Öl befeuert Krieg"""" - Greenpeace bemalt Tank-Schiff | ntv""";13.04.2024 08:31;62;453;56,54;2,0;0;10;7;3;6,0;;;;;;11,4;;20,0;;22,2;7,6;38,9;;;56,0;0;0;0;7;0;21226,0;6,5;1;False;False;False;True;False
7dscSFZ2QZQ;"""""""Königsweg wäre Verschlankung des VW-Imperiums"""" - Analyst Pieper zu strauchelndem Konzern | ntv""";03.09.2024 13:22;235;29355;56,22;10,0;1;106;10;31;72,0;;1,2;0,3;8,3;0,3;16,9;0,5;19,4;1,7;28,0;1,6;21,8;;;850,0;65;1;1;10;0;192668,0;6,5;3;False;False;False;False;True
1865sYFV2lQ;"""""""Putin selbst widerlegt das 'Mysterium' vom Frieden"""" - Lange zu Narrativ über Ukraine | ntv""";27.06.2024 09:36;227;53996;61,83;16,0;3;385;85;36;106,0;0,1;0,6;0,4;2,7;1,1;8,8;1,3;14,4;4,3;26,7;7,8;31,9;;;2058,0;0;0;0;85;0;185275,0;6,5;2;False;True;False;False;False
D20efw0baFY;"""Babst kritisiert zögerliche NATO: """"Lackmus-Test kommt, wenn Trump Russland-Deal anstrebt"""" | ntv""";10.07.2024 16:02;357;5513;0,0;0,0;0;34;14;9;15,0;;;;4,2;;6,8;1,5;11,5;5,8;22,7;12,5;35,0;;;37,0;9;0;0;14;0;43797,0;6,5;2;False;True;False;False;False
V4jaeFvEhQY;Mindestens 27 Tornados in Florida: Videos aus der Luft zeigen Ausmaß der Hurrikan-Verwüstung | ntv;11.10.2024 09:56;110;58173;62,16;32,0;2;274;8;119;72,0;1,0;5,0;4,3;15,6;5,8;15,3;5,5;10,1;8,9;11,2;7,7;9,4;;1,0;7546,0;957;0;0;8;0;698074,0;8,5;2;False;False;False;True;False
OKZrGDd-Zpc;"""""""Trump wird USA zurückziehen, Harris mehr fordern von EU"""" - Kiesewetter im Frühstart | ntv""";04.11.2024 11:24;408;47770;17,65;5,0;1;146;105;46;168,0;0,1;0,7;0,4;2,3;1,3;6,0;2,6;9,1;7,3;19,2;18,2;32,7;;;5970,0;53;3;0;105;0;173216,0;6,5;3;False;False;True;False;False
24Pi-YLAeS8;"""""""An Aktien führt kein Weg vorbei"""" - Deutsche sind Spar-Weltmeister | ntv""";30.10.2024 15:24;143;1783;53,03;2,0;0;12;4;8;14,0;;;;21,6;;21,9;;16,5;2,5;16,5;5,2;15,7;;;111,0;9;0;0;4;0;25704,0;6,5;3;False;False;False;False;True
H8r9R_cAghQ;Blogger widersprechen Kreml: Lage nicht unter Kontrolle | ntv;09.08.2024 10:19;116;89600;0,0;92,0;1;931;95;107;257,0;1,6;6,9;3,2;12,1;3,5;13,4;3,1;12,0;4,4;15,8;5,8;18,3;;;18332,0;2154;37;19;95;0;4767309,0;8,5;1;False;True;False;False;False
YY-x9EtkLyI;"""AfD-Verbot - """"Würde sagen: Vorsicht an der Bahnsteigkante"""" | ntv #beisenherz""";01.10.2024 22:26;2524;862590;14,63;197,0;14;959;1893;301;1194,0;0,3;1,7;0,9;6,4;2,2;11,1;3,7;12,8;8,3;18,1;13,6;20,8;;;16395,0;71;15;0;1893;0;3874820,0;6,5;2;False;False;True;False;False
giI3j3nUcdc;"""Können über Bilder auf Sylt """"fast dankbar sein"""" - Von Lucke über Nazi-Parolen in Nobel-Lokal | ntv""";24.05.2024 18:26;398;155973;0,0;42,0;4;688;910;308;1071,0;0,4;2,4;1,5;7,8;2,3;10,2;3,6;11,5;7,9;17,1;14,1;21,2;;;10616,0;0;0;0;910;0;1191865,0;6,5;2;False;False;True;False;False
ocF3urhbcBg;"""""""Unternehmen sind massiv unter Druck"""" - CDU-Wirtschaftssprecherin Klöckner im Frühstart  | ntv""";10.04.2024 10:23;479;6182;39,33;0,0;0;20;10;9;13,0;;;;6,3;;8,2;2,5;12,9;5,5;20,9;15,7;28,0;;;152,0;7;0;0;10;0;48567,0;6,5;2;False;False;False;False;True
7T7ZUwwz1nE;Innenstadt-Freizeitpark als Chance für den Einzelhandel?  | ntv;04.06.2024 15:35;110;328;0,0;0,0;0;5;1;1;5,0;;;;;;;;;;;;;;;26,0;3;0;0;1;0;11442,0;7,5;1;False;False;False;False;True
PfHeAOjy08s;Warum Staus in diesem Sommer zum Stresstest werden - Fast jede Autobahn betroffen | ntv;05.07.2024 08:17;97;7130;52,49;6,0;1;43;31;24;26,0;0,9;6,6;2,3;16,5;3,4;16,3;4,4;13,8;5,0;14,5;5,3;11,0;;;1260,0;36;0;0;31;0;507843,0;6,5;1;False;False;False;True;False
_EQM31jNBcU;"""Wenn das Jobcenter klingelt: """"Aufsuchende Beratung"""": Druck abbauen durch Aufklärung | ntv""";29.07.2024 19:28;266;1962;38,83;0,0;0;24;7;6;22,0;;;;11,3;2,4;26,2;5,3;21,1;4,9;17,1;2,2;9,5;;;55,0;2;0;0;7;0;21560,0;6,5;1;False;False;True;False;False
syGkmHjrgIk;"""Munz zu kriselnder Wirtschaft: Russen sprechen Probleme """"hinter vorgehaltener Hand"""" an | #ntv""";27.11.2024 11:21;190;259240;0,0;100,0;1;1230;114;187;302,0;0,1;0,8;0,4;3,3;0,9;8,3;1,7;12,7;4,1;23,8;9,0;34,7;;;5591,0;849;0;0;114;0;1089685,0;6,5;3;False;True;False;False;False
MC2zPRlCBbI;"""Angriff auf NATO-Gebiet """"Bullshit"""" - Putin warnt vor Einsatz deutscher Waffen gegen Russland | ntv""";06.06.2024 10:41;110;163573;66,79;140,0;6;1463;528;557;651,0;0,3;2,9;0,9;7,4;1,5;12,1;2,4;13,6;4,2;20,8;7,3;26,4;;1,0;17188,0;826;0;0;528;0;1273037,0;7,5;3;False;True;False;False;False
X8RkBjxH-t8;"""""""Unser Kandidat nicht qualifiziert"""": Republikaner-Bündnis stellt sich hinter Kamala Harris | ntv""";06.08.2024 10:32;114;39134;63,16;33,0;2;548;109;138;87,0;0,3;4,4;1,0;7,8;1,4;8,5;2,5;10,3;5,8;20,0;11,1;26,5;;;3487,0;535;6;32;109;0;453412,0;6,5;1;False;False;True;False;False
6cGH0bZzznw;"""Weber: """"Es droht eine Kaskade in Gang zu kommen"""" - US-Waffen in Deutschland platziert   | ntv""";19.07.2024 07:33;367;42158;39,39;13,0;0;166;67;38;69,0;0,2;3,0;1,4;9,5;2,2;13,6;2,7;15,6;5,7;19,6;8,3;18,2;;;1175,0;81;0;0;67;0;512139,0;6,5;2;False;False;True;False;False
7peAFQOuiCw;800.000 Ostereier von einem Hühnerhof - Preise sind dieses Jahr stabil| ntv;27.03.2024 12:45;106;671;54,3;0,0;1;7;1;9;7,0;;;;;;;;;;;;;;;106,0;3;0;0;1;0;18655,0;7,5;1;False;False;False;True;False
zMq5YasFcG8;Was Autofahrer im Winter beachten sollten - ADAC gibt Tipps | ntv;19.01.2024 08:17;192;551;37,22;0,0;1;2;2;1;0,0;;;;;;;;;;;;;;;35,0;2;0;0;2;0;17235,0;6,5;1;False;False;False;True;False
BrEEMYvfAys;Anschlag in Konzerthalle bei Moskau - Videos zeigen dutzende Tote und Verletzte | ntv;23.03.2024 10:10;124;729756;56,18;564,0;44;3229;421;1629;1644,0;2,1;11,7;3,7;20,1;4,3;17,4;3,5;12,0;3,9;10,6;3,3;7,2;0,0;1,0;283271,0;2531;0;0;421;0;7074368,0;6,5;1;False;True;False;False;False
e4VEHiWCQmw;Bluttat in Kansas: Eine Tote bei Super-Bowl-Feier | ntv;15.02.2024 11:17;110;68549;58,21;42,0;2;420;57;207;0,0;1,2;8,1;2,7;17,9;3,7;17,4;4,0;12,0;5,8;11,4;6,4;9,2;;1,0;17056,0;0;0;0;57;0;1766228,0;8,0;3;False;False;False;True;False
mgNbSzY2F84;Autoscheiben für Hunde einschlagen? Besser nicht, rät die Feuerwehr  | ntv;08.04.2024 08:14;69;964;65,75;0,0;1;28;3;8;5,0;;;;16,4;4,6;22,8;4,3;13,2;4,3;16,0;7,8;10,7;;;254,0;1;0;0;3;0;20816,0;6,5;1;False;False;False;True;False
RTHEsbHqgQc;Munz: Zwischen China und Russland knirscht es - Was bleibt von Putins Gipfel? | ntv;24.10.2024 11:16;148;223293;62,96;88,0;6;1472;341;120;455,0;0,2;1,6;0,5;5,6;1,0;10,2;1,5;12,9;3,8;22,5;7,9;32,2;;;10399,0;1066;24;0;341;0;1352752,0;7,5;3;False;True;False;False;False
kNb8HjJgKqI;Angst vor Einkesselung wächst an der Front bei Kupjansk -- Kreml-Truppen intensivieren Druck | ntv;23.04.2024 11:57;113;15250;68,36;4,0;0;96;19;7;43,0;;2,1;0,4;7,8;0,8;13,7;0,9;15,1;1,7;24,6;3,6;29,4;;;587,0;82;0;0;19;0;79372,0;6,5;2;False;True;False;False;False
B7Gl-o1imGw;"""Frau """"hat zwei rote Ampel überfahren - ohne Bremsspur"""" - ntv-Reporter an Unfallstelle | ntv""";19.09.2024 10:02;166;20737;57,23;6,0;2;208;17;49;44,0;0,4;1,2;1,6;3,0;4,1;6,9;6,2;9,2;12,3;16,2;17,6;21,3;;;1220,0;119;0;0;17;0;158188,0;6,5;3;False;False;False;True;False
